epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,13988.8,1.04004,0.51351,1.21273,0.84721,0.691,0.76495,0.57894,0.51524,1.2989,0.58513,1.47545,0.000671044,0.000671044,0.000671044
122,14103.8,1.03751,0.50656,1.20548,0.83648,0.7051,0.76809,0.57976,0.5261,1.29974,0.58732,1.47577,0.000667378,0.000667378,0.000667378
123,14220.6,1.04307,0.50896,1.21392,0.80942,0.7159,0.77471,0.59283,0.52812,1.29918,0.57399,1.47571,0.000663711,0.000663711,0.000663711
124,14337.5,1.0422,0.51423,1.21576,0.85055,0.70211,0.7627,0.57686,0.52096,1.29824,0.58161,1.47366,0.000660045,0.000660045,0.000660045
125,14454.1,1.04474,0.50665,1.21274,0.82771,0.72077,0.76848,0.58875,0.52613,1.30274,0.57822,1.48706,0.000656379,0.000656379,0.000656379
126,14564.8,1.0267,0.50823,1.20764,0.82934,0.69739,0.77228,0.58712,0.52572,1.29809,0.57769,1.4803,0.000652712,0.000652712,0.000652712
127,14680.9,1.0219,0.49214,1.2062,0.84081,0.72232,0.76968,0.57855,0.52741,1.29712,0.57796,1.48111,0.000649046,0.000649046,0.000649046
128,14795.5,1.02761,0.49984,1.21504,0.80123,0.75125,0.77409,0.59668,0.53175,1.30379,0.58275,1.48348,0.00064538,0.00064538,0.00064538
129,14911.3,1.02064,0.50077,1.21592,0.86813,0.72699,0.78358,0.54775,0.51679,1.30358,0.58727,1.49335,0.000641714,0.000641714,0.000641714
130,15026.5,1.02056,0.49679,1.20277,0.85191,0.72997,0.7722,0.56846,0.52694,1.29731,0.58296,1.47878,0.000638047,0.000638047,0.000638047
131,15140.3,1.01142,0.49422,1.2095,0.84963,0.70813,0.77022,0.59074,0.53132,1.30084,0.58428,1.49265,0.000634381,0.000634381,0.000634381
132,15256.8,1.00586,0.49616,1.20149,0.84172,0.7248,0.76698,0.59432,0.52477,1.30813,0.58098,1.50154,0.000630715,0.000630715,0.000630715
133,15373,1.00708,0.4884,1.18218,0.82823,0.72069,0.77689,0.59645,0.53274,1.2992,0.58452,1.48918,0.000627048,0.000627048,0.000627048
134,15488.3,1.00498,0.48749,1.19558,0.85071,0.72306,0.76742,0.601,0.52602,1.29898,0.57612,1.48947,0.000623382,0.000623382,0.000623382
135,15601.6,1.00379,0.4943,1.19123,0.83048,0.72485,0.77492,0.59535,0.53266,1.30089,0.57982,1.48628,0.000619716,0.000619716,0.000619716
136,15717,0.99637,0.48413,1.18687,0.8278,0.72913,0.77921,0.59688,0.52937,1.30505,0.57908,1.49468,0.000616049,0.000616049,0.000616049
137,15832.4,1.00189,0.48623,1.18157,0.81756,0.75382,0.78394,0.61987,0.5439,1.30382,0.57838,1.49124,0.000612383,0.000612383,0.000612383
138,15940.5,0.99714,0.47914,1.18693,0.90508,0.76689,0.81416,0.59672,0.55007,1.29677,0.57321,1.48587,0.000608717,0.000608717,0.000608717
139,16057.1,0.99222,0.47807,1.18086,0.80856,0.73128,0.77665,0.58853,0.52645,1.30215,0.5797,1.49803,0.000605051,0.000605051,0.000605051
140,16171.9,1.00372,0.48174,1.16795,0.82202,0.72707,0.78781,0.60747,0.5364,1.30742,0.588,1.49357,0.000601384,0.000601384,0.000601384
141,16287.4,0.98653,0.48131,1.18737,0.83062,0.74107,0.79148,0.58365,0.53022,1.30327,0.58388,1.49752,0.000597718,0.000597718,0.000597718
142,16404.6,0.97706,0.46866,1.16944,0.82301,0.72596,0.77099,0.58378,0.51984,1.29884,0.57779,1.49717,0.000594052,0.000594052,0.000594052
143,16519.1,0.96421,0.47006,1.17556,0.79055,0.72857,0.78089,0.57316,0.52873,1.30229,0.57853,1.5016,0.000590385,0.000590385,0.000590385
144,16634.9,0.99343,0.48176,1.17183,0.8181,0.7079,0.78119,0.58007,0.5298,1.30613,0.58491,1.49924,0.000586719,0.000586719,0.000586719
145,16750.1,0.97745,0.4728,1.17683,0.76717,0.75529,0.77761,0.60889,0.52961,1.303,0.57097,1.48893,0.000583053,0.000583053,0.000583053
146,16865.8,0.97963,0.47628,1.17111,0.86135,0.70826,0.77939,0.59392,0.52948,1.29809,0.57427,1.49323,0.000579386,0.000579386,0.000579386
