epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
141,28665.3,1.20898,0.82413,0.91853,0.56243,0.42861,0.45111,0.28815,0.27977,1.12124,0.77918,0.8878,0.002228,0.002228,0.002228
142,28868.5,1.2066,0.8224,0.91613,0.56116,0.4299,0.45128,0.28894,0.28005,1.12097,0.77847,0.88772,0.0022082,0.0022082,0.0022082
143,29071.6,1.2021,0.82238,0.91679,0.55765,0.43146,0.45119,0.28974,0.28028,1.12103,0.7779,0.88768,0.0021884,0.0021884,0.0021884
144,29275.1,1.21276,0.82393,0.91875,0.55936,0.43059,0.45168,0.29104,0.28082,1.11998,0.77719,0.88732,0.0021686,0.0021686,0.0021686
145,29477.7,1.20704,0.82234,0.91774,0.55668,0.43211,0.45225,0.29038,0.28099,1.11991,0.77696,0.88721,0.0021488,0.0021488,0.0021488
146,29681.8,1.21063,0.81979,0.92086,0.55654,0.43276,0.45338,0.29035,0.28119,1.1201,0.77677,0.88724,0.002129,0.002129,0.002129
147,29885.2,1.20757,0.82072,0.91877,0.55635,0.43321,0.45348,0.29021,0.2814,1.11954,0.77646,0.88726,0.0021092,0.0021092,0.0021092
148,30087.8,1.21014,0.81978,0.91906,0.55797,0.43206,0.45373,0.29074,0.2815,1.11965,0.77611,0.88734,0.0020894,0.0020894,0.0020894
149,30290.5,1.20063,0.81343,0.91693,0.55777,0.43434,0.45374,0.29116,0.28179,1.11954,0.77573,0.88723,0.0020696,0.0020696,0.0020696
150,30493.4,1.20236,0.81514,0.91495,0.55634,0.43447,0.4538,0.29107,0.28169,1.11938,0.776,0.88725,0.0020498,0.0020498,0.0020498
151,30696.1,1.1966,0.81326,0.91578,0.55784,0.43409,0.45424,0.29098,0.2818,1.11924,0.77584,0.88716,0.00203,0.00203,0.00203
152,30898.9,1.19391,0.81165,0.91348,0.5538,0.4372,0.45453,0.29081,0.28197,1.11889,0.77562,0.88702,0.0020102,0.0020102,0.0020102
153,31102.7,1.19435,0.80857,0.91222,0.5525,0.43728,0.45461,0.29197,0.28223,1.11868,0.7755,0.88691,0.0019904,0.0019904,0.0019904
154,31306.1,1.18895,0.80298,0.91218,0.55169,0.43836,0.45484,0.29286,0.28247,1.11833,0.77488,0.88679,0.0019706,0.0019706,0.0019706
155,31509.2,1.19954,0.80854,0.91477,0.55286,0.43858,0.45523,0.29233,0.28236,1.11792,0.77459,0.88667,0.0019508,0.0019508,0.0019508
156,31711.4,1.18812,0.80171,0.91375,0.55305,0.43857,0.45513,0.29264,0.28269,1.11778,0.77438,0.8867,0.001931,0.001931,0.001931
157,31914.8,1.19132,0.80276,0.91321,0.55107,0.43869,0.45524,0.29275,0.28276,1.11751,0.77426,0.88664,0.0019112,0.0019112,0.0019112
158,32118.2,1.19431,0.79994,0.91259,0.55202,0.43818,0.45531,0.29314,0.283,1.11704,0.77378,0.88653,0.0018914,0.0018914,0.0018914
159,32320.8,1.19918,0.80709,0.91393,0.55168,0.43829,0.45541,0.29294,0.28337,1.11668,0.77345,0.88652,0.0018716,0.0018716,0.0018716
160,32523.3,1.19407,0.80335,0.91328,0.55091,0.43817,0.45539,0.29322,0.28346,1.11635,0.77326,0.88646,0.0018518,0.0018518,0.0018518
161,32726.5,1.1907,0.80323,0.91258,0.55276,0.43889,0.45566,0.29327,0.28346,1.11569,0.77291,0.88642,0.001832,0.001832,0.001832
162,32929.7,1.18536,0.79858,0.91132,0.55172,0.43955,0.45567,0.29358,0.28365,1.11559,0.77261,0.88636,0.0018122,0.0018122,0.0018122
163,33132.7,1.19354,0.80122,0.91109,0.55256,0.43724,0.45574,0.29341,0.28357,1.11551,0.77255,0.88644,0.0017924,0.0017924,0.0017924
164,33336.1,1.18537,0.79561,0.91116,0.55388,0.43741,0.45578,0.29341,0.28394,1.11537,0.77201,0.88642,0.0017726,0.0017726,0.0017726
165,33539.1,1.18583,0.79588,0.91135,0.55372,0.43719,0.45613,0.29442,0.28397,1.11529,0.77175,0.88651,0.0017528,0.0017528,0.0017528
166,33742.3,1.18663,0.79334,0.91146,0.55567,0.43726,0.45629,0.29424,0.28409,1.11528,0.7718,0.88648,0.001733,0.001733,0.001733
167,33945,1.18482,0.79396,0.91179,0.55674,0.43704,0.45657,0.29429,0.28416,1.11523,0.77181,0.88663,0.0017132,0.0017132,0.0017132
168,34148.1,1.19152,0.80074,0.91506,0.5584,0.43689,0.45642,0.29436,0.28438,1.11521,0.7717,0.88653,0.0016934,0.0016934,0.0016934
